ENTITY_NAME*|*ENTITY_NUM*|*INITIAL_FILING_DATE*|*JURISDICTION*|*ENTITY_STATUS*|*STANDING_SOS*|*ENTITY_TYPE*|*FILING_TYPE*|*FOREIGN_NAME*|*STANDING_FTB*|*STANDING_VCFCF*|*STANDING_AGENT*|*SUSPENSION_DATE*|*LAST_SI_FILE_NUMBER*|*LAST_SI_FILE_DATE*|*PRINCIPAL_ADDRESS*|*PRINCIPAL_ADDRESS2*|*PRINCIPAL_CITY*|*PRINCIPAL_STATE*|*PRINCIPAL_COUNTRY*|*PRINCIPAL_POSTAL_CODE*|*MAILING_ADDRESS*|*MAILING_ADDRESS2*|*MAILING_ADDRESS3*|*MAILING_CITY*|*MAILING_STATE*|*MAILING_COUNTRY*|*MAILING_POSTAL_CODE*|*PRINCIPAL_ADDRESS_IN_CA*|*PRINCIPAL_ADDRESS2_IN_CA*|*PRINCIPAL_CITY_IN_CA*|*PRINCIPAL_STATE_IN_CA*|*PRINCIPAL_COUNTRY_IN_CA*|*PRINCIPAL_POSTAL_CODE_IN_CA*|*LLC_MANAGEMENT_STRUCTURE*|*TYPE_OF_BUSINESS
Ciao Chow Foods LLC*|*B20260323139*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261450783*|*Jul 15 2026  9:29AM*|*1247 ROANOKE RD*|**|*SAN MARINO*|*CA*|*United States*|*91108*|*1247 ROANOKE RD*|**|**|*SAN MARINO*|*CA*|*United States*|*91108*|*1247 ROANOKE RD*|**|*SAN MARINO*|*CA*|*United States*|*91108*|*All LLC Member(s)*|*Stable a food product to be sell
Ciari Distirbution LLC*|*B20260320968*|*07/13/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*43326 VISTA SIERRA DRIVE*|**|*LANCASTER*|*CA*|*United States*|*93536*|*43326 VISTA SIERRA DRIVE*|**|**|*LANCASTER*|*CA*|*United States*|*93536*|**|**|**|**|**|**|*All LLC Member(s)*|*
Cici's LLC*|*B20260324818*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*610 EL CAMINO PARAISO*|**|*HOLLISTER*|*CA*|*United States*|*95023*|*610 EL CAMINO PARAISO*|**|**|*HOLLISTER*|*CA*|*United States*|*95023*|**|**|**|**|**|**|*One Manager*|*
Cielo Site Services of California LLC*|*B20260321123*|*07/13/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261445235*|*Jul 14 2026 12:50PM*|*8605 SANTA MONICA BLVD #135485*|**|*WEST HOLLYWOOD*|*CA*|*United States*|*90069*|*8605 SANTA MONICA BLVD #135485*|**|**|*WEST HOLLYWOOD*|*CA*|*United States*|*90069*|*8605 SANTA MONICA BLVD #135485*|**|*WEST HOLLYWOOD*|*CA*|*United States*|*90069*|*All LLC Member(s)*|*Temporary Sanitization
Cielo Sol LLC*|*B20260324862*|*07/15/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*6906 LAYTON STREET*|**|*RANCHO CUCAMONGA*|*CA*|*United States*|*91701*|*6906 LAYTON STREET*|**|**|*RANCHO CUCAMONGA*|*CA*|*United States*|*91701*|**|**|**|**|**|**|*All LLC Member(s)*|*
Cielo Transports LLC*|*B20260324558*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1104 S TURNEY AVE*|**|*SANGER*|*CA*|*United States*|*93657*|*1104 S TURNEY AVE*|**|**|*SANGER*|*CA*|*United States*|*93657*|**|**|**|**|**|**|*One Manager*|*
CIER TECHNOLOGIES LLC*|*B20260325008*|*07/15/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261466266*|*Jul 17 2026 11:16AM*|*3400 COTTAGE WAY, STE G2 #36230*|**|*SACRAMENTO*|*CA*|*United States*|*95825*|*3400 COTTAGE WAY, STE G2 #36230*|**|**|*SACRAMENTO*|*CA*|*United States*|*95825*|*3400 COTTAGE WAY, STE G2 #36230*|**|*SACRAMENTO*|*CA*|*United States*|*95825*|*All LLC Member(s)*|*IT SERVICES, CYBERSECURITY, TECHNOLOGY CONSULTING, CLOUD SOLUTIONS, AND 
Cimientu Advisory, LLC*|*B20260321001*|*07/13/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261460907*|*Jul 16 2026  1:16PM*|*2108 N ST #16942*|**|*SACRAMENTO*|*CA*|*United States*|*95816*|*2108 N ST #16942*|**|**|*SACRAMENTO*|*CA*|*United States*|*95816*|**|**|**|**|**|**|*One Manager*|*Professional Services
Cinemattic Media LLC*|*B20260328442*|*07/16/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*6432 CLOVERHILL DR.*|**|*HIGHLAND*|*CA*|*United States*|*92346*|*6432 CLOVERHILL DR.*|**|**|*HIGHLAND*|*CA*|*United States*|*92346*|**|**|**|**|**|**|*One Manager*|*
Cinnamon life LLC*|*B20260319392*|*07/13/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2175 ABORN ROAD*|*D228*|*SAN JOSE*|*CA*|*United States*|*95121*|*2175 ABORN ROAD*|*D228*|**|*SAN JOSE*|*CA*|*United States*|*95121*|**|**|**|**|**|**|*One Manager*|*
Circle City Properties LLC*|*B20260322566*|*07/13/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*8502 E CHAPMAN AVE*|**|*ORANGE*|*CA*|*United States*|*92869*|*8502 E CHAPMAN AVE*|**|**|*ORANGE*|*CA*|*United States*|*92869*|**|**|**|**|**|**|*One Manager*|*
Circle one pool service LLC*|*B20260323728*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261456170*|*Jul 15 2026  5:39PM*|*32772 FRAZIER RD*|**|*AUBERRY*|*CA*|*United States*|*93602*|*32772 FRAZIER RD*|**|**|*AUBERRY*|*CA*|*United States*|*93602*|**|**|**|**|**|**|*One Manager*|*A pool and spa service buisnes
CircuCharge Inc*|*B20260328564*|*07/17/2026*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*128 APRICOT ST*|**|*OAK VIEW*|*CA*|*United States*|*93022*|*128 APRICOT ST*|**|**|*OAK VIEW*|*CA*|*United States*|*93022*|**|**|**|**|**|**|**|*
CIRTA*|*B20260325925*|*07/15/2026*|*CALIFORNIA*|*Active*|*Good*|*Nonprofit Corporation - CA - Mutual Benefit*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*9310 BUCKBOARD LANE*|**|*LOOMIS*|*CA*|*United States*|*95650*|*9310 BUCKBOARD LANE*|**|**|*LOOMIS*|*CA*|*United States*|*95650*|**|**|**|**|**|**|**|*
Cit Com*|*B20260324517*|*07/14/2026*|*NEVADA*|*Active*|*Good*|*Stock Corporation - Out of State - Stock*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*732 6'TH ST*|*STE R*|*LAS VEGAS*|*NV*|*United States*|*89101*|*PO BOX 890513*|**|**|*TEMECULA*|*CA*|*United States*|*92589*|*43561 W VENTANA ST*|*305*|*TEMECULA*|*CA*|*United States*|*92592*|**|*
Cit Labs, Inc.*|*B20260322310*|*07/13/2026*|*DELAWARE*|*Active*|*Good*|*Stock Corporation - Out of State - Stock*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2261 MARKET STREET STE 91250*|**|*SAN FRANCISCO*|*CA*|*United States*|*94114*|*2261 MARKET STREET STE 91250*|**|**|*SAN FRANCISCO*|*CA*|*United States*|*94114*|**|**|**|**|**|**|**|*
Citadel Surgical, Inc.*|*B20260322260*|*07/13/2026*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*4033 3RD AVE STE 204*|**|*SAN DIEGO*|*CA*|*United States*|*92103*|*4033 3RD AVE STE 204*|**|**|*SAN DIEGO*|*CA*|*United States*|*92103*|**|**|**|**|**|**|**|*
Citrine Pathways Foundation*|*B20260327751*|*07/16/2026*|*CALIFORNIA*|*Active*|*Good*|*Nonprofit Corporation - CA - Public Benefit*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*82954 GENERATIONS ST*|**|*INDIO*|*CA*|*United States*|*92203*|*82954 GENERATIONS ST*|**|**|*INDIO*|*CA*|*United States*|*92203*|**|**|**|**|**|**|**|*
Citrus Grove 21, LLC*|*B20260323272*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1259 E THOUSAND OAKS DRIVE*|**|*THOUSAND OAKS*|*CA*|*United States*|*91362*|*1259 E THOUSAND OAKS DRIVE*|**|**|*THOUSAND OAKS*|*CA*|*United States*|*91362*|**|**|**|**|**|**|*All LLC Member(s)*|*
City Murals, Inc.*|*B20260312677*|*07/13/2026*|*CALIFORNIA*|*Active*|*Good*|*Nonprofit Corporation - CA - Public Benefit*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*744 AVENIDA MAJORCA, UNIT B*|**|*LAGUNA WOODS*|*CA*|*United States*|*92637*|*744 AVENIDA MAJORCA, UNIT B*|**|**|*LAGUNA WOODS*|*CA*|*United States*|*92637*|**|**|**|**|**|**|**|*
CityStone Pool Plaster*|*B20260321157*|*07/13/2026*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*24526 SINALOA ST*|**|*MORENO VALLEY*|*CA*|*United States*|*92557*|*24526 SINALOA ST*|**|**|*MORENO VALLEY*|*CA*|*United States*|*92557*|**|**|**|**|**|**|**|*
CivicRoot Inc.*|*B20260327744*|*07/16/2026*|*DELAWARE*|*Active*|*Good*|*Stock Corporation - Out of State - Stock*|*Foreign*|**|*Good*|*Good*|*Good*|**|*BA20261469249*|*Jul 17 2026  4:28PM*|*819 CALIFORNIA AVENUE, APT 5*|**|*SANTA MONICA*|*CA*|*United States*|*90403*|*819 CALIFORNIA AVENUE, APT 5*|**|**|*SANTA MONICA*|*CA*|*United States*|*90403*|**|**|**|**|**|**|**|*CivicRoot builds software for municipal institutions
CIVORA CONSTRUCTION LLC*|*B20260327800*|*07/16/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*95 HURLBUT ST APT 2*|*APT 2*|*PASADENA*|*CA*|*United States*|*91105*|*95 HURLBUT ST APT 2*|*APT 2*|**|*PASADENA*|*CA*|*United States*|*91105*|**|**|**|**|**|**|*One Manager*|*
CJ&A TRANSPORT LLC*|*B20260323040*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*44242 GINGHAM AVE*|**|*LANCASTER*|*CA*|*United States*|*93535*|*44242 GINGHAM AVE*|**|**|*LANCASTER*|*CA*|*United States*|*93535*|**|**|**|**|**|**|*All LLC Member(s)*|*
CKD Solutions LLC*|*B20260322811*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261453173*|*Jul 15 2026 12:44PM*|*16976 COOPER ROAD*|**|*NEVADA CITY*|*CA*|*United States*|*95959*|*PO BOX 626*|**|**|*ROSEVILLE*|*CA*|*United States*|*95678*|*16976 COOPER ROAD*|**|*NEVADA CITY*|*CA*|*United States*|*95959*|*All LLC Member(s)*|*Our company is a women-owned educational business that creates animal-ba
CL GLOBAL LOGISTICS L.L.C.*|*B20260321539*|*07/13/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261449952*|*Jul 15 2026  8:00AM*|*3400 COTTAGE WAY, STE G2 #36195*|**|*SACRAMENTO*|*CA*|*United States*|*95825*|*3400 COTTAGE WAY, STE G2 #36195*|**|**|*SACRAMENTO*|*CA*|*United States*|*95825*|*3400 COTTAGE WAY, STE G2 #36195*|**|*SACRAMENTO*|*CA*|*United States*|*95825*|*All LLC Member(s)*|*simplify global trade by delivering dependable logistics
Claire Howard Studio LLC*|*B20260324695*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1974 LAS CANOAS RIDGE WAY*|**|*SANTA BARBARA*|*CA*|*United States*|*93105*|*1974 LAS CANOAS RIDGE WAY*|**|**|*SANTA BARBARA*|*CA*|*United States*|*93105*|**|**|**|**|**|**|*One Manager*|*
ClarityBPM Inc*|*B20260322851*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*935 W MAMMOTH POOL WAY*|**|*HANFORD*|*CA*|*United States*|*93230*|*935 W MAMMOTH POOL WAY*|**|**|*HANFORD*|*CA*|*United States*|*93230*|**|**|**|**|**|**|**|*
ClarityCFO LLC*|*B20260327791*|*07/16/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*726 SOUTH VAN NESS AVENUE*|**|*SANTA ANA*|*CA*|*United States*|*92701-5551*|*726 SOUTH VAN NESS AVENUE*|**|**|*SANTA ANA*|*CA*|*United States*|*92701-5551*|**|**|**|**|**|**|*One Manager*|*
Clark's Organization LLC*|*B20260325759*|*07/15/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*730 ARKANSAS STREET*|**|*VALLEJO*|*CA*|*United States*|*94590-3720*|*2 COGHLAN STREET*|**|**|*VALLEJO*|*CA*|*United States*|*94590-3720*|**|**|**|**|**|**|*One Manager*|*
Classic Pro Remodeling INC*|*B20260326222*|*07/15/2026*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261462094*|*Jul 16 2026  3:20PM*|*3914 MESA DR*|*APT 106*|*OCEANSIDE*|*CA*|*United States*|*92056*|*3914 MESA DR*|*APT 106*|**|*OCEANSIDE*|*CA*|*United States*|*92056*|**|**|**|**|**|**|**|*PAINTING AND DECORATING
Claudia Avila Brows Artist LLC*|*B20260325303*|*07/15/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*7947 STEWART AND GRAY RD*|**|*DOWNEY*|*CA*|*United States*|*90241*|*7947 STEWART AND GRAY RD*|**|**|*DOWNEY*|*CA*|*United States*|*90241*|**|**|**|**|**|**|*One Manager*|*
CLAUDIA K VANDERMOLEN, LICENSED CLINICAL SOCIAL WORKER, INC.*|*B20260323852*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - Professional*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1125 EAST CLARK AVE STE A2-5*|**|*SANTA MARIA*|*CA*|*United States*|*93455*|*1125 EAST CLARK AVE STE A2-5*|**|**|*SANTA MARIA*|*CA*|*United States*|*93455*|**|**|**|**|**|**|**|*
CLAYPOOL GIFT & HOME CA LLC*|*B20260326573*|*07/15/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*12056 INDUSTRY BLVD*|**|*JACKSON*|*CA*|*United States*|*95642*|*12056 INDUSTRY BLVD*|**|**|*JACKSON*|*CA*|*United States*|*95642*|**|**|**|**|**|**|*One Manager*|*
CLAYTON YOUNG HOLDINGS LLC*|*B20260322940*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1018 WHITE OAK CT*|**|*VACAVILLE*|*CA*|*United States*|*95687*|*1018 WHITE OAK CT*|**|**|*VACAVILLE*|*CA*|*United States*|*95687*|**|**|**|**|**|**|*All LLC Member(s)*|*
Clean Cove LLC*|*B20260325016*|*07/15/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261457712*|*Jul 16 2026  7:58AM*|*2108 N ST STE N*|**|*SACRAMENTO*|*CA*|*United States*|*95816*|*2108 N ST STE N*|**|**|*SACRAMENTO*|*CA*|*United States*|*95816*|**|**|**|**|**|**|*All LLC Member(s)*|*Any business purpose.
Clean Cycle Solutions LLC*|*B20260324915*|*07/15/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261457318*|*Jul 16 2026  4:28AM*|*89 HAMPSHIRE AVE*|**|*DALY CITY*|*CA*|*United States*|*94015*|*89 HAMPSHIRE AVE*|**|**|*DALY CITY*|*CA*|*United States*|*94015*|**|**|**|**|**|**|*All LLC Member(s)*|*We will place laundry equipment in apartment laundry rooms.
Clean Energy Associates, LLC*|*B20260325745*|*07/15/2026*|*DELAWARE*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*545 E. ALGONQUIN ROAD*|**|*ARLINGTON HEIGHTS*|*IL*|*United States*|*60005*|*545 E. ALGONQUIN ROAD*|**|**|*ARLINGTON HEIGHTS*|*IL*|*United States*|*60005*|**|**|**|**|**|**|**|*
Clean Solutions LLC*|*B20260326274*|*07/15/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261459957*|*Jul 16 2026 11:50AM*|*2570 N. FIRST STREET SUITE 200-100A*|**|*SAN JOSE*|*CA*|*United States*|*95131*|*2570 N. FIRST STREET SUITE 200-100A PMB 70427*|**|**|*SAN JOSE*|*CA*|*United States*|*95131*|**|**|**|**|**|**|*One Manager*|*transportation_and_warehousing
Clean Start Solutions LLC*|*B20260313320*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261449050*|*Jul 14 2026  9:42PM*|*6643 PURDY AVENUE*|**|*BELL GARDENS*|*CA*|*United States*|*90201*|*6643 PURDY AVENUE*|**|**|*BELL GARDENS*|*CA*|*United States*|*90201*|*6643 PURDY AVE*|**|*BELL GARDENS*|*CA*|*United States*|*90201*|*One Manager*|*Janitorial and cleaning services
Cleanchain Corporation*|*B20260324659*|*07/14/2026*|*DELAWARE*|*Active*|*Good*|*Stock Corporation - Out of State - Stock*|*Foreign*|**|*Good*|*Good*|*Good*|**|*BA20261457164*|*Jul 16 2026  1:06AM*|*NO. 39, WUQUAN 6TH RD., WUGU DIST.*|**|*NEW TAIPEI CITY*|**|*Taiwan*|*248019*|*NO. 39, WUQUAN 6TH RD., WUGU DIST.*|**|**|*NEW TAIPEI CITY*|**|*Taiwan*|*248019*|**|**|**|**|**|**|**|*Wholesale distribution of commercial laundry equipment
Cleaning Capybara Chico LLC*|*B20260326886*|*07/16/2026*|*CALIFORNIA*|*Active*|*Good*|*Name Reservation*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|*
CleanSlate Labs LLC*|*B20260316387*|*07/16/2026*|*CALIFORNIA*|*Active*|*Good*|*Name Reservation*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|*
Clear Choice Pro Wash LLC*|*B20260322598*|*07/13/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261448959*|*Jul 14 2026  9:07PM*|*2 E GRIDLEY RD ST B #575*|**|*GRIDLEY*|*CA*|*United States*|*95948-6242*|*2 E GRIDLEY RD ST B #575*|**|**|*GRIDLEY*|*CA*|*United States*|*95948-6242*|*2 E GRIDLEY RD ST B #575*|**|*GRIDLEY*|*CA*|*United States*|*95948-6242*|*More Than One Manager*|*Interior and exterior Cleaning Company
Clear coast mobile wash LLC*|*B20260324985*|*07/15/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*11816 GLOXINIA AVENUE*|**|*FOUNTAIN VALLEY*|*CA*|*United States*|*92708*|*11816 GLOXINIA AVENUE*|**|**|*FOUNTAIN VALLEY*|*CA*|*United States*|*92708*|**|**|**|**|**|**|*All LLC Member(s)*|*
Clear Creek Road Properties, LLC*|*B20260325611*|*07/15/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*16538 CLEAR CREEK ROAD*|**|*REDDING*|*CA*|*United States*|*96001*|*16538 CLEAR CREEK ROAD*|**|**|*REDDING*|*CA*|*United States*|*96001*|**|**|**|**|**|**|*More Than One Manager*|*
Clearbay Landscaping LLC*|*B20260322522*|*07/13/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261447701*|*Jul 14 2026  4:27PM*|*126 LINDA VISTA DR*|**|*DALY CITY*|*CA*|*United States*|*94014*|*126 LINDA VISTA DR*|**|**|*DALY CITY*|*CA*|*United States*|*94014*|*126 LINDA VISTA DR*|**|*DALY CITY*|*CA*|*United States*|*94014*|*All LLC Member(s)*|*landscaping services, including lawn maintenance, mowing, trimming, junk
Clearbrook Software, LLC*|*B20260328816*|*07/17/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1401 21ST*|*ST #11990*|*SACRAMENTO*|*CA*|*United States*|*95811*|*1401 21ST*|*ST #11990*|**|*SACRAMENTO*|*CA*|*United States*|*95811*|**|**|**|**|**|**|*All LLC Member(s)*|*
ClearFlight Detailing LLC*|*B20260326278*|*07/15/2026*|*DELAWARE*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*731 TURNBERRY TERRACE*|**|*RIO VISTA*|*CA*|*United States*|*94571*|*731 TURNBERRY TERRACE*|**|**|*RIO VISTA*|*CA*|*United States*|*94571*|*731 TURNBERRY TERRACE*|**|*RIO VISTA*|*CA*|*United States*|*94571*|**|*
Clearmatrix Solutions, Inc.*|*B20260321366*|*07/13/2026*|*DELAWARE*|*Active*|*Good*|*Stock Corporation - Out of State - Stock*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*915 WILSHIRE BLVD, SUITE 700*|**|*LOS ANGELES*|*CA*|*United States*|*90017*|*PO BOX 4373*|**|**|*BURBANK*|*CA*|*United States*|*91503*|*915 WILSHIRE BLVD, SUITE 700*|**|*LOS ANGELES*|*CA*|*United States*|*90017*|**|*
ClearPeak Water LLC*|*B20260325212*|*07/15/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*4963 BELLES CT*|**|*ANTELOPE*|*CA*|*United States*|*95843*|*4963 BELLES CT*|**|**|*ANTELOPE*|*CA*|*United States*|*95843*|**|**|**|**|**|**|*All LLC Member(s)*|*
Clearview Power Wash Co, LLC*|*B20260328489*|*07/16/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*4528 ASHCROFT AVE*|**|*SACRAMENTO*|*CA*|*United States*|*95841*|*4528 ASHCROFT AVE*|**|**|*SACRAMENTO*|*CA*|*United States*|*95841*|**|**|**|**|**|**|*One Manager*|*
Clearwater Care Partners LLC*|*B20260324304*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1370 VALLEY VISTA DR STE 200*|**|*DIAMOND BAR*|*CA*|*United States*|*91765*|*9903 SANTA MONICA BLVD*|*916*|**|*BEVERLY HILLS*|*CA*|*United States*|*90212*|**|**|**|**|**|**|*All LLC Member(s)*|*
Clevrd*|*B20260328733*|*07/17/2026*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*274 21ST AVE*|**|*SAN FRANCISCO*|*CA*|*United States*|*94121*|*274 21ST AVE*|**|**|*SAN FRANCISCO*|*CA*|*United States*|*94121*|**|**|**|**|**|**|**|*
Click and Consign LLC*|*B20260322608*|*07/13/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261458175*|*Jul 16 2026  9:09AM*|*1913 RIVER VIEW DR HEALDSBURG*|**|*HEALDSBURG*|*CA*|*United States*|*95448*|*116 SCHOOL HOUSE LN GEYSERVILLE, CA*|*#108*|**|*GEYSERVILLE*|*CA*|*United States*|*95441*|**|**|**|**|**|**|*More Than One Manager*|*E-Commerce
CLIFFS PLUMBING LLC*|*B20260320978*|*07/13/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2324 ESPLANADE*|**|*CHICO*|*CA*|*United States*|*95926*|*2324 ESPLANADE*|**|**|*CHICO*|*CA*|*United States*|*95926*|**|**|**|**|**|**|*All LLC Member(s)*|*
